award_year,notice_id,project_name,sector,country,procurement_type,winning_bid_raw,winning_country,winning_firm,currency_unit,contract_amount,contract_value_usd,notice_url,page_url,data_source
2018,CDB2018-007,Santa Elena/San Ignacio By-pass Project,Transportation,Belize,Works,"Cisco Construction Ltd. BZD 5,449,401.60",,Cisco Construction Ltd.,BZD,5449401.6,2724700.8,https://www.caribank.org/sites/default/files/publication-resources/FourthRoad-_Santa-Elena_SanIgnacioByPass_Project_Belize.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2018,CDB
2019,CDB2019-001,"Lot 1- Settlement Upgrading Project Construction of Residential Accesses, Drains and Footpaths",Infrastructure,Saint Lucia,Works,"St. Lucia- Construction and Industrial Equipment Limited XCD 1,915,923.77",St. Lucia,- Construction and Industrial Equipment Limited,XCD,1915923.77,709601.4,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20information%20-%20NCB%20Lot%201.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-002,"Lot 2- Settlement Upgrading Project Construction of Residential Accesses, Drains and Footpaths",Infrastructure,Saint Lucia,Works,"St. Lucia- Phoenix Construction Company Limited XCD 1,743,722.05",St. Lucia,- Phoenix Construction Company Limited,XCD,1743722.05,645822.98,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20information%20-%20NCB%20Lot%202.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-003,"Lot 3- Settlement Upgrading Project Construction of Residential Accesses, Drains and Footpaths",Infrastructure,Saint Lucia,Works,"St. Lucia- Construction and Industrial Equipment Limited XCD 2,357,114.05",St. Lucia,- Construction and Industrial Equipment Limited,XCD,2357114.05,873005.2,https://www.caribank.org/sites/default/files/publication-resources/Contract%20award%20information%20-%20NCB%20Lot%203.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-004,SOLAR HYBRID PLANT CORONIE AND NIKERIE,Climate,Suriname,Works,"China - Sumec, Complete Equipment &amp; Engineering Co.,Ltd. US$8, 306,324",China,"- Sumec, Complete Equipment &amp; Engineering Co.,Ltd.",US$,8306324.0,8306324.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT_AWARD_INFORMATION%20_SOLAR%20PLANTS_V2.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-005,STREET LIGHTING RETROFIT AND ADVANCED METERING INFRASTRUCTURE PROJECT,Climate,Suriname,Consultancy,"Canada - Golder Associates LTD. US$ 39,480",Canada,- Golder Associates LTD.,US$,39480.0,39480.0,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Golder.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-006,FEASIBILITY STUDY AND PREPARING DETAILED DESIGNS FOR THE UPGRADE OF THE LETHEM AERODROME,Transportation,Guyana,Consultancy,"Guyana &amp; Trinidad - CEMCO Inc. in association with C&amp;H Associates Limited US$ 976,700.00",Guyana,&amp; Trinidad - CEMCO Inc. in association with C&amp;H Associates Limited,US$,976700.0,976700.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29%20-%20Lethem%20Aerodrome%20Feasibility.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-007,"Feasibility study, and prepare detailed designs, drawings, cost estimates and bid documents for the construction of a bridge at Wismar, Linden",Transportation,Guyana,Consultancy,"Italy- Politecnica Ingegneria ed Architettura Società Cooperativa US$700,000.00",Italy,- Politecnica Ingegneria ed Architettura Società Cooperativa,US$,700000.0,700000.0,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29%20-%20Wismar%20Bridge%20Feasibility%20.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-008,"Lot 4 Works site 8: N 78 Village to Line Path, Corentyne",Transportation,Guyana,Works,"Guyana- B K International Inc. US$4,760,512.90",Guyana,- B K International Inc.,US$,4760512.9,4760512.9,https://www.caribank.org/sites/default/files/publication-resources/CDB-SFR-OR-GUY2019-018%20Contract%20Award%20Information_Lot%204%20CDB.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-009,"Lot 5 Works site 4: Grove/lookout, East Bank Essequibo",Transportation,Guyana,Works,"Guyana- B K International Inc. US$2,030,933.85",Guyana,- B K International Inc.,US$,2030933.85,2030933.85,https://www.caribank.org/sites/default/files/publication-resources/CDB-SFR-OR-GUY2019-019%20Contract%20Award%20Information_Lot%205%20CDB.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-010,AIRPORT AIRFIELD AND GROUND SIDE PAVEMENT IMPROVEMENTS AND REHABILITATION,Infrastructure,Barbados,Works,"Barbados/ Canada JADA Builders Inc./Dexter Construction Company Limited US$44,687,568.49",Barbados; Canada,JADA Builders Inc./Dexter Construction Company Limited,US$,44687568.49,44687568.49,https://www.caribank.org/sites/default/files/publication-resources/CDB%20CONTRACT%20AWARD%20INFORMATION%20revised.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019,CDB
2019,CDB2019-011,Design and Supervision of Infrastructure Works for the Crique Jute Village Rudimentary Water System Sub-project,Infrastructure,Belize,Consultancy,"Belize- Mitchell-Moody Associates with Keith Hardwick and Tunich-Nah Consultants &amp; Engineering BZD $170,977.50",Belize,- Mitchell-Moody Associates with Keith Hardwick and Tunich-Nah Consultants &amp; Engineering,BZD,170977.5,85488.75,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20Crique%20Jute.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-012,Design and Supervision of Infrastructure Works for the San Jose Village – San Pablo Village Joint Rudimentary Water Systems Sub-projects,Infrastructure,Belize,Consultancy,"Belize- : Mitchell-Moody Associates with Keith Hardwick and Tunich-Nah Consultants &amp; Engineering BZD $149,180.63",Belize,- : Mitchell-Moody Associates with Keith Hardwick and Tunich-Nah Consultants &amp; Engineering,BZD,149180.63,74590.32,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20San%20Jose%20Village%20and%20San%20Pablo%20Village.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-013,BEPII Expansion and Rehabilitation of Sir McChesney George Secondary School,Infrastructure,Antigua and Barbuda,Works,"Antigua- Harrigan Building Construction USD 3,271,781.93",,Antigua- Harrigan Building Construction,USD,3271781.93,3271781.93,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-%20%20Works%20-%20St.%20Mary%27s%20%20Secondary%20School_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-014,RRL Expansion and Rehabilitation of Sir McChesney George Secondary School,Infrastructure,Antigua and Barbuda,Works,"Antigua- Harrigan Building Construction USD 3,414,368.89",,Antigua- Harrigan Building Construction,USD,3414368.89,3414368.89,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-%20%20Works%20-%20Sir%20McChesney%20George%20Secondary%20School_RRL.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-015,FEASIBILITY STUDY AND PREPARING DETAILED DESIGNS FOR THE CONSTRUCTION OF A NEW STELLING AT PARIKA,Infrastructure,Guyana,Consultancy,"Antigua/Guyana- Mott MacDonald in association with SRKN’gineering GBP $610,455.80",,Antigua/Guyana- Mott MacDonald in association with SRKN’gineering,GBP,610455.8,778449.25,https://www.caribank.org/sites/default/files/publication-resources/CONTRACT%20AWARD%20INFORMATION%28CONSULTANCY_SERVICES%29%20-%20Parika%20Stelling%20Feasibility%20%281%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-016,Design and Supervision of Infrastructure Works for the St. Michael’s RC Primary School,Infrastructure,Belize,Consultancy,"Belize- Young’s Engineering Consultancy Ltd. BZD $180,504.00",Belize,- Young’s Engineering Consultancy Ltd.,BZD,180504.0,90252.0,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20St.%20Michaels.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-017,Design and Supervision of Infrastructure Works for the Louisiana Government Primary School,Infrastructure,Belize,Consultancy,"Belize- Young’s Engineering Consultancy Ltd BZD $180,225.00",Belize,- Young’s Engineering Consultancy Ltd,BZD,180225.0,90112.5,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20Louisiana.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-018,Design and Supervision of Infrastructure Works for the San Isidro Government Primary School,Infrastructure,Belize,Consultancy,"Belize- Anthony Thurton and Associates Ltd. BZD $194,287.50",Belize,- Anthony Thurton and Associates Ltd.,BZD,194287.5,97143.75,https://www.caribank.org/sites/default/files/publication-resources/Contract-Award-Information-Consultancy%20Services%20for%20San%20Isidro.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-019,Condition Survey of Infrastructure and Equipment of the Faculty of Sports,Education,Regional,Consultancy,"Canada / Barbados- Stantec Consulting Caribbean Limited USD $130,000",Canada; Barbados,- Stantec Consulting Caribbean Limited,USD,130000.0,130000.0,https://www.caribank.org/sites/default/files/publication-resources/CDB%20Award%20-%20Consultants_GA196_REG.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-020,"Energy Audits for Public Buildings, Waste Water & Water Treatment Plants in the Commonwealth of DOMINICA",Climate,Dominica,Consultancy,"Trinidad and Tobago - Energy Dynamics Ltd. US$ 83,149.38",Trinidad and Tobago,- Energy Dynamics Ltd.,US$,83149.38,83149.38,https://www.caribank.org/sites/default/files/publication-resources/Contract%20Award%20Information%20-%20Consultancy%20Services%20-%20DOMINICA%20Energy%20Audits_0.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=1,CDB
2019,CDB2019-021,Condition Survey of Infrastructure and Equipment of the Faculty of Sport,Infrastructure,Regional,Consultancy,"Canada / Barbados - Stantec Consulting Caribbean Ltd. US$ 130,000.00",Canada; Barbados,- Stantec Consulting Caribbean Ltd.,US$,130000.0,130000.0,https://www.caribank.org/sites/default/files/publication-resources/CDB%20Award%20-%20Consultants_GA196_REG%20%281%29.pdf,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-022,Antigua and Barbuda Basic Education Project II,Education,United Kingdom,Consultancy,"Real Group UK and E-Learning, Psychology Assessment and Training Consultancy Firm USD 22,000",,"Real Group UK and E-Learning, Psychology Assessment and Training Consultancy Firm",USD,22000.0,22000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-023,Antigua and Barbuda Street Light Retrofitting,Climate,Barbados,Consultancy,"USD 4,527,140.00 USD 22,000",,"USD 22,000",USD,4527140.0,4527140.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-024,Design and Supervision of Antigua and Barbuda 2nd Road Infrastructure Rehabilitation,Infrastructure,Saint Lucia,Consultancy,"Engineering Construction &amp; Management Consulting (ECMC) Ltd USD 828,911.00",,Engineering Construction &amp; Management Consulting (ECMC) Ltd,USD,828911.0,828911.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-025,Barbados Water Supply Network Upgrade,Infrastructure,Barbados,Works,"Jada Builders Inc. USD 13,238,914.73",,Jada Builders Inc.,USD,13238914.73,13238914.73,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-026,Impact and Institutional Assessment of Belize Social Investment Fund,Private Sector Development,Belize,Consultancy,"Maxwell Stamp PLC USD 159,140.25",,Maxwell Stamp PLC,USD,159140.25,159140.25,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-027,Barbados Reservoir Replacement and Refurbishment,Water Resource Management,Barbados,Works,"Innotech Services Limited USD 15,565,523.33",,Innotech Services Limited,USD,15565523.33,15565523.33,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-028,Belize Education Sector Reform Design and Construction Supervision Services,Infrastructure,Belize,Works,"Anthony Thurton and Associates USD 1,000,000.00",,Anthony Thurton and Associates,USD,1000000.0,1000000.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-029,Belize Education Sector Reform,Education,Canada,Consultancy,"Mind Bloom Consulting USD 190,450.00",,Mind Bloom Consulting,USD,190450.0,190450.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
2019,CDB2019-030,Youth and Community Transformation (YCT),Youth,Belize,Consultancy,"Galen University Belize USD 7,500.00",,Galen University Belize,USD,7500.0,7500.0,,https://www.caribank.org/work-with-us/procurement/contract-awards?solr_publication_contract_awards_years_filter=2019&page=2,CDB
