project_id,country,year_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_duration_months,winning_firm_name,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,single_bidder,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,notice_type,awarded_date,bid_reference_no,project_name
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",consulting,300000.0,12.0,NACION SEGUROS SA,,,,,Request for Bids,,,,1.0,OP00256717,Contract Award,2023/01/04,AR-UCAR-302275-NC-RFB,Integrated Risk Management in the Rural Agroindustrial System
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",consulting,100000.0,,GREENLIGHT S.A.S.,,,,,Request for Bids,,,,1.0,OP00256464,Contract Award,2023/03/17,AR-UCAR-306909-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",goods,1595000.0,,DATAWISE SA,,,,,Request for Bids,,,,1.0,OP00256506,Contract Award,2023/03/17,AR-UCAR-305996-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",goods,1595000.0,,TELEFONICA DE ARGENTINA S.A.,,,,,Request for Bids,,,,1.0,OP00256490,Contract Award,2023/03/17,AR-UCAR-305996-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",goods,125000.0,,DATAWISE SA,,,,,Request for Bids,,,,1.0,OP00256439,Contract Award,2023/03/06,AR-UCAR-306919-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",goods,1595000.0,,TELEFONICA DE ARGENTINA S.A.,,,,,Request for Bids,,,,1.0,OP00256531,Contract Award,2023/03/17,AR-UCAR-305996-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,935000.0,,TECHNOLOGY BUREAU USA CORP.,,,,,Direct Selection,,,,,OP00256466,Contract Award,2023/10/19,AR-SIP-318189-GO-DIR,Digital Inclusion and Innovation in Public Services in Argentina
P176905,Argentina,2023,World Bank,MDB-financed,IBRD93130,"Agricultural Extension, Research, and Other Support Activities; Agricultural markets, commercialization and agri-business; Public Administration - Agriculture, Fishing & Forestry",goods,1595000.0,,GLOBAL MOVI,,,,,Request for Bids,,,,1.0,OP00256524,Contract Award,2023/03/17,AR-UCAR-305996-GO-RFB,Climate Intelligent and Inclusive Agri-food Systems Project
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",goods,126610.0,,SEEDMECH LATINAMERICA,,,,,Request for Bids,,,,1.0,OP00256267,Contract Award,2023/09/01,AR-UCAR-309138-GO-RFB,Integrated Risk Management in the Rural Agroindustrial System
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,35000.0,2.0,,,,,,Individual Consultant Selection,,,,1.0,OP00256321,Contract Award,2023/10/31,AR-SIP-389286-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",goods,300000.0,,AILES,,,,,Request for Bids,,,,1.0,OP00255749,Contract Award,2023/02/07,AR-UCAR-320687-GO-RFB,Integrated Risk Management in the Rural Agroindustrial System
P170329,Argentina,2023,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,6667.0,4.0,SABATINO PABLO,,,,,Individual Consultant Selection,,,,1.0,OP00255430,Contract Award,2023/05/09,AR-DPOMFB-311628-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",works,4219000.0,12.0,IVECOR S.A.,,,,,Request for Bids,,,,1.0,OP00255322,Contract Award,2023/06/08,AR-UCAR-329253-CW-RFB,Integrated Risk Management in the Rural Agroindustrial System
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",works,4219000.0,8.0,IVECOR S.A.,,,,,Request for Bids,,,,1.0,OP00255308,Contract Award,2023/06/08,AR-UCAR-329253-CW-RFB,Integrated Risk Management in the Rural Agroindustrial System
P162316,Argentina,2023,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",works,4219000.0,6.0,IVECOR S.A.,,,,,Request for Bids,,,,1.0,OP00255309,Contract Award,2023/06/08,AR-UCAR-329253-CW-RFB,Integrated Risk Management in the Rural Agroindustrial System
P173767,Argentina,2023,World Bank,MDB-financed,IBRD92920,Health Facilities and Construction; Public Administration - Health,goods,1713606.62,,VESTFROST-DENMARK,,,,,Request for Quotations,,,,,OP00255092,Contract Award,2023/08/17,AR-MSAL-15-GO-RFQ,AR: COVID-19 Emergency Response Project
P179534,Argentina,2023,World Bank,MDB-financed,,Health; Public Administration - Health; Public Administration - Information and Communications Technologies; Sub-National Government,consulting,1038625.5,8.0,LAMANSYS SAS,,,,,Direct Selection,,,,1.0,OP00254509,Contract Award,2023/09/12,AR-DPOMFB-373436-CS-CDS,Strengthening the Digital Health Agenda in the Province of Buenos Aires
P133288,Argentina,2023,World Bank,MDB-financed,IBRD84840,Renewable Energy Solar; Renewable Energy Solar,consulting,6240.0,5.0,C A M I L A B E G L I N O M I N I,,,,,Individual Consultant Selection,,,,1.0,OP00254328,Contract Award,2023/07/19,AR-SE-367342-CS-INDV,Argentina Renewable Energy for Rural Areas Project
P163345,Argentina,2023,World Bank,MDB-financed,IBRD88530,Health; Public Administration - Health,consulting,9688.48,2.0,SYNC TECHNOLOGIES SRL,,,,,Direct Selection,,,,1.0,OP00253612,Contract Award,2022/10/14,AR-MSAL-298776-NC-DIR,Supporting Effective Universal Health Coverage in Argentina
P125151,Argentina,2023,World Bank,MDB-financed,IBRD80320,"Sanitation; Water Supply; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management",consulting,1002.33,,VIRGINIA CAMPOMENOSI,,,,,Individual Consultant Selection,,,,1.0,OP00253611,Contract Award,2023/03/10,AR-MININTERIOR-342554-CS-INDV,Plan Belgrano Water Supply and Sanitation Services Development Project
P175669,Argentina,2023,World Bank,MDB-financed,"IBRD93350, TFB7681","Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,1400000.0,,PETROCOR S.R.L.,,,,,Request for Bids,,,,1.0,OP00253196,Contract Award,2023/10/18,AR-APN-358215-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EQUIPAMIENTO DE EMPRESAS S.A,,,,,Request for Bids,,,,1.0,OP00253236,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EQUIPAMIENTO DE EMPRESAS S.A,,,,,Request for Bids,,,,1.0,OP00253237,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EQUIPAMIENTO DE EMPRESAS S.A,,,,,Request for Bids,,,,1.0,OP00253230,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P175669,Argentina,2023,World Bank,MDB-financed,"IBRD93350, TFB7681","Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,1400000.0,,PETROCOR S.R.L.,,,,,Request for Bids,,,,1.0,OP00253232,Contract Award,2023/10/18,AR-APN-358215-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EME ESTRUCTURAS SA,,,,,Request for Bids,,,,1.0,OP00253252,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EME ESTRUCTURAS SA,,,,,Request for Bids,,,,1.0,OP00253197,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P175669,Argentina,2023,World Bank,MDB-financed,"IBRD93350, TFB7681","Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",goods,1400000.0,,PETROCOR S.R.L.,,,,,Request for Bids,,,,1.0,OP00253226,Contract Award,2023/10/18,AR-APN-358215-GO-RFB,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P133288,Argentina,2023,World Bank,MDB-financed,IBRD84840,Renewable Energy Solar; Renewable Energy Solar,consulting,15932.0,3.0,FRANCISCO JAVIER ELIZONDO,,,,,Individual Consultant Selection,,,,1.0,OP00253190,Contract Award,2023/10/04,AR-SE-364247-CS-INDV,Argentina Renewable Energy for Rural Areas Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,1115000.0,,EQUIPAMIENTO DE EMPRESAS S.A,,,,,Request for Bids,,,,1.0,OP00253238,Contract Award,2023/04/25,AR-SIP-322872-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P133288,Argentina,2023,World Bank,MDB-financed,IBRD84840,Renewable Energy Solar; Renewable Energy Solar,consulting,3822.0,5.0,ALEJANDRO GONZLEZ,,,,,Individual Consultant Selection,,,,1.0,OP00253216,Contract Award,2023/07/19,AR-SE-349738-CS-INDV,Argentina Renewable Energy for Rural Areas Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,250000.0,,ANGELO BORGIANI,,,,,Request for Bids,,,,1.0,OP00252980,Contract Award,2023/04/19,AR-SIP-322871-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,250000.0,,ARTES GRAFICAS PAPIROS S.A.C.I.,,,,,Request for Bids,,,,1.0,OP00253001,Contract Award,2023/04/19,AR-SIP-322871-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,250000.0,,ANGELO BORGIANI,,,,,Request for Bids,,,,1.0,OP00253002,Contract Award,2023/04/19,AR-SIP-322871-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,250000.0,,ARTES GRAFICAS PAPIROS S.A.C.I.,,,,,Request for Bids,,,,1.0,OP00252994,Contract Award,2023/04/19,AR-SIP-322871-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,goods,250000.0,,ANGELO BORGIANI,,,,,Request for Bids,,,,1.0,OP00253003,Contract Award,2023/04/19,AR-SIP-322871-GO-RFB,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,75000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00252330,Contract Award,2022/01/01,AR-SIP-269419-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,70000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00252362,Contract Award,2022/01/01,AR-SIP-269452-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,70000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00252385,Contract Award,2022/01/01,AR-SIP-269442-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P159843,Argentina,2023,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,298985.0,10.0,ALTEC SE,,,,,Quality And Cost-Based Selection,,,,1.0,OP00252191,Contract Award,2023/06/14,AR-UFOMC-317273-CS-QCBS,Metropolitan Buenos Aires Urban Transformation Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,16000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00251829,Contract Award,2022/02/21,AR-SIP-278583-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,70000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00251823,Contract Award,2022/01/01,AR-SIP-269448-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P161798,Argentina,2023,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,8452.0,,,,,,,Individual Consultant Selection,,,,1.0,OP00251835,Contract Award,2023/09/28,AR-UCEPO-365658-CS-INDV,Salado Integrated River Basin Management Support Project
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,70000.0,12.0,,,,,,Individual Consultant Selection,,,,1.0,OP00251626,Contract Award,2022/01/01,AR-SIP-269348-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,53000.0,9.0,ELIO MARIANO SCOLLO,,,,,Individual Consultant Selection,,,,1.0,OP00251686,Contract Award,2023/04/05,AR-SIP-340507-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,70000.0,12.0,,,,,,Individual Consultant Selection,,,,,OP00251623,Contract Award,2022/01/01,AR-SIP-269441-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
P174946,Argentina,2023,World Bank,MDB-financed,IBRD92240,ICT Infrastructure; Central Government (Central Agencies); ICT Services,consulting,53000.0,9.0,,,,,,Individual Consultant Selection,,,,,OP00251653,Contract Award,2023/04/05,AR-SIP-340508-CS-INDV,Digital Inclusion and Innovation in Public Services in Argentina
